# Model-estimated failure probability based on synthetic demonstration data; not a validated real-world failure probability.
asset_id,asset_type,substation,location,latitude,longitude,age_years,temperature,temperature_trend,vibration,oil_quality,load_percentage,maintenance_days_ago,maintenance_count,previous_failures,weather_severity,humidity,wind_speed,rainfall,historical_incidents,criticality,downstream_customers,critical_facilities,neighbor_count,failure_within_horizon,failure_probability,failure_risk_percent,risk_category
TX-249,transformer,Baroda South Substation,Baroda South,22.04646,73.23745,39.1,71.0,rising,5.67,53.9,89.1,340,2,2,40.3,54.8,26.6,29.5,2,Medium,1470,1,6,1,0.9934313040083249,99.34,HIGH
FDR-203,feeder,Godhra Substation,Godhra,21.90648,72.97055,44.7,59.8,rising,4.53,58.4,69.3,164,4,0,30.7,59.2,17.5,21.0,0,Medium,1398,1,4,0,0.01771643465641283,1.77,LOW
BRK-143,breaker,Nadiad Substation,Nadiad,22.59532,72.90336,7.2,54.4,rising,2.99,75.1,52.3,93,0,1,49.8,49.5,0.0,68.1,1,Low,720,0,1,0,0.0019033786930855766,0.19,LOW
TX-250,transformer,Baroda North Substation,Baroda North,22.05151,73.007,7.9,57.2,stable,4.06,68.4,72.1,269,6,0,4.4,47.8,31.1,18.0,0,Medium,1453,1,6,0,0.002226383029499476,0.22,LOW
TX-251,transformer,Padra Substation,Padra,22.19778,73.18301,27.1,59.7,stable,4.36,61.4,84.1,143,5,0,0.0,57.8,12.7,76.4,0,High,2813,3,4,1,0.9773158999210173,97.73,MEDIUM
BRK-144,breaker,Godhra Substation,Godhra,22.49876,73.36245,14.7,57.1,stable,4.09,81.7,85.6,97,6,0,12.8,38.8,13.7,52.9,0,Low,20,0,3,0,0.006079121468836016,0.61,LOW
FDR-204,feeder,Karjan Substation,Karjan,22.50423,73.45654,1.5,54.1,stable,3.14,76.5,77.2,160,5,0,84.2,66.8,19.7,29.6,0,Low,413,0,1,0,0.0024665664849524344,0.25,LOW
FDR-205,feeder,Halol Substation,Halol,22.48609,73.40894,5.6,48.2,stable,2.23,93.4,58.7,28,8,0,55.6,32.9,23.5,12.8,0,High,2835,1,3,0,0.002522591705908714,0.25,LOW
BRK-145,breaker,Karjan Substation,Karjan,22.29772,73.31778,19.3,67.9,rising,4.8,54.3,82.5,339,4,1,49.6,49.2,8.5,0.0,1,Low,20,0,4,1,0.819749981373747,81.97,MEDIUM
FDR-206,feeder,Baroda North Substation,Baroda North,22.09096,73.01953,8.5,45.4,stable,2.41,84.5,39.3,151,3,1,0.0,54.6,1.6,27.3,1,Low,717,0,2,0,0.0016523993898078292,0.17,LOW
TX-252,transformer,Halol Substation,Halol,22.25929,73.02643,29.2,57.2,stable,3.88,71.6,70.6,165,3,0,37.1,39.3,33.0,46.8,0,Medium,1071,1,1,1,0.05364448374115521,5.36,LOW
TX-253,transformer,Baroda North Substation,Baroda North,22.21951,73.24558,15.2,56.6,stable,3.33,73.8,76.5,138,6,0,32.9,38.2,36.5,52.7,0,Medium,1604,1,5,0,0.018828244780903322,1.88,LOW
FDR-207,feeder,Godhra Substation,Godhra,21.99092,73.09989,14.2,57.6,falling,3.17,78.6,68.5,24,5,0,0.0,72.7,20.1,104.5,0,High,1857,3,2,0,0.0039055184163751346,0.39,LOW
RCL-141,recloser,Nadiad Substation,Nadiad,22.39436,73.35783,9.8,50.2,rising,3.09,85.2,75.0,254,6,0,59.3,63.8,18.2,75.8,0,Low,659,0,4,0,0.005081584899961585,0.51,LOW
TX-254,transformer,Baroda South Substation,Baroda South,22.04786,73.16124,39.4,64.4,stable,4.62,55.6,63.1,296,5,0,34.7,43.5,27.0,87.3,0,Low,404,0,1,1,0.9956071478017395,99.56,CRITICAL
BRK-146,breaker,Vadodara Central Substation,Vadodara Central,22.18119,73.36282,12.5,54.7,rising,2.33,89.5,52.7,176,3,0,64.3,32.6,28.2,49.8,0,Medium,1455,2,6,0,0.0009761137158708484,0.1,LOW
TX-255,transformer,Baroda North Substation,Baroda North,21.92789,73.42074,21.8,57.9,stable,3.96,71.2,56.2,270,2,0,61.1,36.8,37.9,20.4,0,Medium,1175,0,3,0,0.4629022157028738,46.29,MEDIUM
TX-256,transformer,Karjan Substation,Karjan,22.38229,73.04646,37.0,66.1,rising,4.67,61.6,73.4,247,2,0,33.3,54.2,10.5,53.5,0,Medium,1378,0,4,0,0.06268362415651926,6.27,LOW
CAP-136,capacitor_bank,Padra Substation,Padra,22.08268,73.08192,27.8,63.3,stable,4.51,64.1,83.4,250,3,0,29.2,65.0,33.2,29.8,1,High,1632,3,5,1,0.9854382254758893,98.54,HIGH
CAP-137,capacitor_bank,Godhra Substation,Godhra,22.39842,73.39618,23.1,54.2,stable,3.45,68.4,73.2,225,5,0,11.8,29.2,22.1,29.5,0,Medium,1181,1,6,0,0.008924504706976434,0.89,LOW
FDR-208,feeder,Bharuch Substation,Bharuch,22.21605,73.18043,15.1,58.4,rising,3.55,71.2,76.3,111,3,0,52.6,49.5,16.2,0.0,1,Medium,1385,0,3,1,0.9028088167164627,90.28,MEDIUM
FDR-209,feeder,Karjan Substation,Karjan,22.34119,73.29854,41.5,59.6,stable,4.22,72.8,75.7,193,3,0,37.1,59.2,2.0,10.8,0,Low,608,0,3,0,0.04599030961158998,4.6,LOW
FDR-210,feeder,Bharuch Substation,Bharuch,22.33394,73.49935,34.3,61.9,falling,4.63,55.2,86.8,324,6,0,13.2,52.2,13.8,8.1,0,Low,224,0,5,1,0.9874289569027385,98.74,HIGH
BRK-147,breaker,Anand Substation,Anand,22.22144,73.3102,5.0,49.6,stable,2.91,91.2,77.0,71,6,0,27.8,61.6,13.6,112.9,0,Low,96,0,4,0,0.004713564599296415,0.47,LOW
TX-257,transformer,Baroda South Substation,Baroda South,22.47943,72.93587,8.0,50.0,falling,2.78,91.9,66.8,128,9,0,36.1,44.9,21.9,36.2,0,Medium,1126,0,4,0,0.0011383010911257924,0.11,LOW
CAP-138,capacitor_bank,Anand Substation,Anand,22.42989,73.10547,19.9,52.8,rising,3.54,70.2,66.0,279,6,0,57.7,77.8,8.7,43.9,0,Low,553,0,2,0,0.616310793745199,61.63,MEDIUM
TX-258,transformer,Halol Substation,Halol,22.49564,73.24994,7.5,53.3,rising,3.05,85.0,59.3,202,6,0,63.1,43.3,21.1,37.9,0,Low,20,0,1,0,0.0007288432617495351,0.07,LOW
TX-259,transformer,Bharuch Substation,Bharuch,22.355,73.1139,16.1,55.0,falling,3.83,72.8,64.6,234,6,0,61.8,57.0,17.0,70.3,0,Low,295,0,1,0,0.09330940944827242,9.33,LOW
RCL-142,recloser,Anand Substation,Anand,22.50027,73.037,11.0,54.5,stable,3.39,67.6,64.1,191,2,0,32.0,82.7,0.0,82.5,0,Low,555,0,6,0,0.005364873549083121,0.54,LOW
TX-260,transformer,Karjan Substation,Karjan,22.24106,73.2416,41.4,64.0,rising,3.9,72.2,68.6,240,3,1,43.0,80.1,23.6,75.8,1,Medium,1476,2,5,1,0.9864011344072621,98.64,HIGH
CAP-139,capacitor_bank,Baroda North Substation,Baroda North,22.24131,73.09152,28.9,63.6,falling,4.07,68.7,71.7,269,3,0,62.3,47.8,11.8,8.7,0,Medium,1235,0,2,0,0.08696027714430637,8.7,LOW
FDR-211,feeder,Baroda South Substation,Baroda South,22.49665,73.26607,38.9,58.3,stable,3.74,65.8,73.8,158,4,0,57.2,32.6,20.7,61.6,0,Low,294,0,2,1,0.9753451592664839,97.53,MEDIUM
RCL-143,recloser,Halol Substation,Halol,21.91364,73.3226,42.0,63.6,falling,4.39,60.4,71.2,256,4,0,21.2,42.8,24.4,42.7,0,Low,44,0,3,1,0.9948059530457514,99.48,CRITICAL
BRK-148,breaker,Nadiad Substation,Nadiad,21.97101,73.28378,36.1,62.2,stable,3.95,70.7,70.9,229,7,1,32.3,79.7,12.3,0.0,1,Low,965,1,1,1,0.5935789120803177,59.36,MEDIUM
FDR-212,feeder,Nadiad Substation,Nadiad,22.57004,73.11674,35.1,56.8,rising,3.56,66.9,74.9,220,5,0,66.4,53.8,30.3,38.1,0,Low,471,0,3,0,0.03355496158732342,3.36,LOW
BRK-149,breaker,Godhra Substation,Godhra,22.24441,73.24489,30.8,59.4,rising,3.45,71.7,69.1,168,3,0,54.5,22.4,14.1,33.7,0,Low,395,0,5,0,0.011872203743758592,1.19,LOW
BRK-150,breaker,Karjan Substation,Karjan,22.47415,73.15944,23.6,58.8,stable,2.99,69.3,50.8,185,3,0,6.0,92.1,0.0,58.1,0,Medium,1556,0,6,1,0.9565917781626349,95.66,MEDIUM
FDR-213,feeder,Anand Substation,Anand,22.56826,73.09648,26.7,65.7,stable,4.61,70.0,68.7,189,6,0,23.3,58.2,23.3,34.2,0,High,2350,2,3,1,0.9358982504775397,93.59,MEDIUM
TX-261,transformer,Godhra Substation,Godhra,21.98519,73.35396,2.2,50.3,falling,2.24,97.0,82.5,207,6,0,25.1,45.8,20.5,46.1,0,High,1736,0,5,0,0.0010981325658277542,0.11,LOW
FDR-214,feeder,Karjan Substation,Karjan,22.51316,72.90951,5.0,51.7,stable,2.1,81.7,35.9,129,0,0,62.4,46.7,24.6,117.5,0,Low,737,0,4,0,0.004040968050819048,0.4,LOW
BRK-151,breaker,Bharuch Substation,Bharuch,22.11425,73.27519,21.7,49.4,stable,2.97,83.0,70.7,243,6,0,19.8,46.5,17.3,59.0,0,High,1715,2,2,0,0.006580547807663726,0.66,LOW
TX-262,transformer,Bharuch Substation,Bharuch,22.22864,73.44173,18.9,51.9,stable,2.57,81.2,63.5,101,5,0,58.4,71.4,15.8,0.0,0,High,2580,2,4,0,0.004222985273500456,0.42,LOW
BRK-152,breaker,Bharuch Substation,Bharuch,22.43193,72.97902,6.5,48.4,stable,2.67,92.8,73.4,182,5,0,63.5,54.9,34.2,22.6,0,Medium,1822,0,3,0,0.0013786274731147018,0.14,LOW
BRK-153,breaker,Karjan Substation,Karjan,21.98247,73.06758,28.8,63.3,falling,4.58,63.4,88.4,211,4,0,43.7,61.1,13.0,103.5,0,High,1519,1,4,0,0.054486246607705235,5.45,LOW
RCL-144,recloser,Bharuch Substation,Bharuch,22.02783,73.39202,5.2,52.7,stable,2.51,79.1,61.8,229,4,1,34.7,58.7,13.6,35.8,1,Medium,1123,0,5,0,0.0009654032476693236,0.1,LOW
FDR-215,feeder,Baroda South Substation,Baroda South,22.09489,73.47543,7.7,51.2,stable,2.25,96.4,65.9,59,3,0,32.7,65.8,30.2,0.0,0,Low,20,1,2,0,0.000692761908252249,0.07,LOW
TX-263,transformer,Padra Substation,Padra,21.99831,73.14086,14.7,60.3,stable,3.56,68.9,72.5,169,6,0,9.5,65.7,15.7,51.4,0,Low,20,0,3,0,0.008608350442957846,0.86,LOW
FDR-216,feeder,Baroda South Substation,Baroda South,21.97899,73.17992,29.0,58.4,stable,3.62,71.3,71.7,104,5,0,18.2,72.6,34.9,41.5,0,High,1641,4,3,0,0.03990400171234519,3.99,LOW
CAP-140,capacitor_bank,Halol Substation,Halol,21.90905,73.32786,27.5,67.2,rising,5.27,65.6,87.4,178,1,2,57.7,50.5,33.8,35.7,2,Low,662,1,1,1,0.9170649007073599,91.71,MEDIUM
FDR-217,feeder,Godhra Substation,Godhra,22.4028,72.92392,32.2,66.1,stable,4.87,57.8,64.4,288,2,2,27.9,73.8,14.3,84.0,2,Medium,1700,1,4,1,0.9773128656303279,97.73,MEDIUM
FDR-218,feeder,Halol Substation,Halol,22.12716,73.31946,28.6,59.5,stable,3.55,81.1,84.1,189,8,0,66.4,51.2,0.0,38.6,0,High,2846,2,1,0,0.028819386173194395,2.88,LOW
BRK-154,breaker,Baroda South Substation,Baroda South,22.49918,73.19126,18.7,52.7,stable,3.24,81.5,79.6,55,4,0,0.9,58.3,13.9,31.2,0,Medium,807,1,3,0,0.005578609527567194,0.56,LOW
FDR-219,feeder,Bharuch Substation,Bharuch,22.49151,73.34177,26.6,66.9,stable,4.24,61.4,54.6,185,3,0,30.5,29.9,6.2,17.4,0,Medium,1454,0,1,0,0.020901329435834,2.09,LOW
BRK-155,breaker,Karjan Substation,Karjan,22.30663,73.27635,30.4,64.7,stable,5.0,53.7,92.5,95,3,0,33.0,55.1,20.0,0.0,0,Medium,867,0,5,0,0.11103456072766955,11.1,MEDIUM
RCL-145,recloser,Nadiad Substation,Nadiad,22.05948,73.10901,17.3,59.7,falling,3.71,69.4,63.4,223,8,0,0.0,47.4,16.7,100.9,0,Medium,1227,0,5,0,0.014184417870720103,1.42,LOW
RCL-146,recloser,Godhra Substation,Godhra,22.43506,72.98001,22.9,61.9,falling,4.47,58.0,79.7,282,2,0,75.4,52.7,14.7,31.2,0,Medium,854,0,6,1,0.9921083493710325,99.21,HIGH
BRK-156,breaker,Nadiad Substation,Nadiad,22.48502,72.91769,39.5,68.3,rising,4.28,53.2,56.5,208,1,1,23.4,85.2,36.8,7.5,1,Medium,1018,1,2,0,0.962872777518903,96.29,MEDIUM
BRK-157,breaker,Bharuch Substation,Bharuch,22.51551,72.93654,18.0,51.7,stable,2.8,80.0,72.4,185,4,0,0.0,61.1,27.3,54.9,0,Low,1408,0,1,0,0.0022975092887605394,0.23,LOW
BRK-158,breaker,Baroda North Substation,Baroda North,22.25513,73.38862,17.9,49.6,falling,3.01,75.7,44.1,103,4,0,29.9,37.9,34.8,80.4,0,High,1952,1,2,0,0.007188289636192815,0.72,LOW
FDR-220,feeder,Padra Substation,Padra,22.06762,73.39055,42.1,70.1,stable,5.5,41.7,74.0,272,5,1,69.9,33.9,22.1,70.1,1,Medium,766,1,2,1,0.9950846912896246,99.51,CRITICAL
FDR-221,feeder,Bharuch Substation,Bharuch,21.95767,72.9143,30.0,58.0,stable,3.56,82.8,70.8,146,2,0,27.7,55.9,3.7,36.2,0,Low,584,0,4,1,0.9299497337303925,92.99,MEDIUM
FDR-222,feeder,Karjan Substation,Karjan,22.41698,73.21439,31.1,54.6,stable,4.0,76.4,71.4,208,3,0,35.3,58.4,18.7,73.8,0,Medium,1228,1,4,1,0.03494638609472336,3.49,LOW
FDR-223,feeder,Anand Substation,Anand,22.55819,73.292,1.2,45.9,falling,2.86,95.2,79.0,1,3,0,63.8,62.1,23.8,4.6,0,Medium,669,2,2,0,0.0016530635180979508,0.17,LOW
FDR-224,feeder,Anand Substation,Anand,22.17874,73.22176,36.9,62.9,stable,4.4,63.3,64.4,175,3,0,30.6,79.2,32.3,17.8,0,High,2216,2,6,1,0.9622910359845044,96.23,MEDIUM
FDR-225,feeder,Baroda North Substation,Baroda North,22.40744,72.92625,9.8,61.5,rising,3.81,65.3,65.9,210,7,0,57.4,41.7,21.8,37.2,0,Medium,922,0,2,1,0.97727533520237,97.73,MEDIUM
TX-264,transformer,Nadiad Substation,Nadiad,22.40686,73.09299,13.8,49.4,rising,3.06,87.4,71.7,229,6,0,44.7,47.2,16.1,51.7,0,Low,373,0,2,0,0.0024173018793308687,0.24,LOW
RCL-147,recloser,Godhra Substation,Godhra,22.27552,73.11608,34.5,53.5,stable,3.91,75.3,90.9,190,2,0,60.2,64.3,14.1,13.5,0,Medium,1315,0,4,1,0.9744682653943395,97.45,MEDIUM
FDR-226,feeder,Baroda South Substation,Baroda South,22.04414,73.03018,14.2,48.5,stable,3.45,76.6,82.2,61,4,0,28.3,67.4,10.6,0.0,0,Low,654,0,5,0,0.0038653404113499603,0.39,LOW
TX-265,transformer,Karjan Substation,Karjan,22.17018,73.3002,17.5,51.7,stable,2.81,87.3,51.2,163,9,0,27.5,59.3,26.6,79.6,0,Low,72,0,2,0,0.0028233315801957882,0.28,LOW
BRK-159,breaker,Karjan Substation,Karjan,22.0421,72.99036,7.6,54.7,rising,3.43,77.6,66.5,68,5,0,15.3,61.6,19.0,46.7,0,High,2229,1,3,0,0.0012770647571081282,0.13,LOW
CAP-141,capacitor_bank,Bharuch Substation,Bharuch,21.99492,73.12857,14.3,60.3,rising,3.54,79.5,74.4,157,2,0,54.3,51.2,10.3,55.3,0,High,1983,2,1,0,0.007657880519275199,0.77,LOW
TX-266,transformer,Anand Substation,Anand,22.39799,73.46926,26.2,60.5,rising,3.76,65.1,53.5,208,6,0,51.6,38.9,7.4,54.7,0,High,2115,2,3,1,0.9690358579700226,96.9,MEDIUM
FDR-227,feeder,Halol Substation,Halol,22.51043,73.45593,38.5,55.3,rising,3.28,79.5,42.7,164,6,0,45.2,39.8,21.4,96.4,0,Medium,1446,2,2,1,0.9653750828722512,96.54,MEDIUM
FDR-228,feeder,Nadiad Substation,Nadiad,22.52707,72.9138,30.6,61.6,rising,4.28,67.8,78.4,86,2,0,81.5,38.6,14.3,31.9,0,Low,1169,0,5,1,0.9879660514988519,98.8,HIGH
BRK-160,breaker,Godhra Substation,Godhra,22.0299,73.33095,35.3,61.9,rising,4.39,73.0,91.7,198,6,1,64.3,25.4,23.0,43.7,1,Medium,1138,1,1,1,0.9883490801325123,98.83,HIGH
FDR-229,feeder,Godhra Substation,Godhra,22.03174,73.40917,9.5,54.2,stable,2.53,87.2,46.0,140,2,0,16.2,48.9,17.8,67.0,0,Medium,1255,1,1,0,0.0007296718176171272,0.07,LOW
TX-267,transformer,Vadodara Central Substation,Vadodara Central,22.58402,73.3047,13.6,55.5,stable,3.51,83.6,66.5,95,5,0,73.2,67.7,21.5,34.8,0,Low,20,0,1,0,0.007134207556620725,0.71,LOW
BRK-161,breaker,Bharuch Substation,Bharuch,21.99946,73.35033,16.8,59.4,stable,3.52,78.5,64.2,241,5,0,52.2,28.9,29.1,11.9,0,Low,957,0,2,0,0.005958950209953741,0.6,LOW
TX-268,transformer,Baroda South Substation,Baroda South,22.24114,73.29947,37.0,70.4,rising,4.81,56.6,83.7,234,3,1,57.7,70.4,33.8,57.1,1,Medium,1075,0,2,1,0.9954663132515068,99.55,CRITICAL
TX-269,transformer,Bharuch Substation,Bharuch,22.1919,73.02567,22.7,61.3,stable,4.63,60.2,89.6,199,2,0,24.3,41.5,16.3,2.6,1,Medium,1681,0,3,1,0.6549066891427109,65.49,MEDIUM
TX-270,transformer,Bharuch Substation,Bharuch,21.95692,73.19456,16.0,59.9,stable,4.2,74.6,94.4,89,7,0,23.8,59.4,11.0,0.0,0,High,1914,1,3,0,0.016365226122855493,1.64,LOW
CAP-142,capacitor_bank,Nadiad Substation,Nadiad,21.98425,73.34005,32.3,56.5,stable,3.24,71.0,60.6,187,3,0,22.8,71.6,14.9,11.5,0,High,2867,3,5,0,0.02227936385993154,2.23,LOW
TX-271,transformer,Padra Substation,Padra,22.09933,73.25189,1.5,47.9,rising,2.98,80.1,80.6,137,1,0,46.6,41.6,8.9,0.0,0,Low,71,0,4,0,0.001982133389921541,0.2,LOW
TX-272,transformer,Anand Substation,Anand,21.9643,73.11619,28.7,58.8,stable,3.22,69.9,58.5,281,2,1,30.0,77.4,23.5,48.6,2,Low,493,0,2,1,0.6971248517441765,69.71,MEDIUM
TX-273,transformer,Bharuch Substation,Bharuch,22.56809,72.9826,29.2,62.0,rising,4.5,58.3,82.5,118,5,0,34.4,43.2,7.9,103.7,0,Low,618,0,2,1,0.725407321293105,72.54,MEDIUM
FDR-230,feeder,Vadodara Central Substation,Vadodara Central,22.17189,73.40089,31.7,56.1,rising,3.34,68.8,60.7,144,4,0,14.4,62.2,14.4,50.1,0,Medium,1722,0,5,0,0.006231149198692724,0.62,LOW
TX-274,transformer,Godhra Substation,Godhra,22.35348,73.03789,2.3,53.7,stable,2.62,74.2,53.4,141,6,1,7.3,61.0,30.4,38.9,1,High,1537,2,1,0,0.0010538962157509671,0.11,LOW
CAP-143,capacitor_bank,Godhra Substation,Godhra,22.56275,73.4581,15.7,58.0,stable,3.61,76.8,66.8,117,6,0,29.7,61.2,3.8,53.0,1,Low,346,0,1,0,0.012577063438454432,1.26,LOW
FDR-231,feeder,Karjan Substation,Karjan,22.50885,73.24787,29.8,58.1,rising,3.99,76.7,75.3,217,9,0,36.6,30.8,0.0,59.1,0,Low,20,1,4,0,0.020487280559565394,2.05,LOW
TX-275,transformer,Karjan Substation,Karjan,22.46725,73.4975,30.8,59.3,stable,4.79,65.3,78.9,164,5,0,44.7,52.7,26.0,0.0,1,Low,482,0,4,1,0.9735605829418964,97.36,MEDIUM
FDR-232,feeder,Vadodara Central Substation,Vadodara Central,22.42616,73.19671,33.7,58.5,rising,3.83,66.8,55.9,281,7,0,22.9,45.8,30.9,1.5,0,High,2454,2,6,0,0.027779924490414096,2.78,LOW
FDR-233,feeder,Vadodara Central Substation,Vadodara Central,22.51651,73.4943,29.4,57.1,stable,3.38,80.3,58.2,65,6,0,39.1,38.3,5.8,67.1,0,Medium,932,1,4,0,0.01668527876063226,1.67,LOW
FDR-234,feeder,Karjan Substation,Karjan,22.40134,73.43591,11.0,50.4,stable,2.81,89.4,77.1,181,3,0,54.5,32.9,10.3,0.4,0,Medium,337,1,2,0,0.001400300605392288,0.14,LOW
BRK-162,breaker,Halol Substation,Halol,22.33348,73.45173,24.8,52.4,stable,3.2,71.7,70.6,168,5,0,32.0,70.0,14.8,17.8,0,Low,677,0,4,0,0.003700302246392032,0.37,LOW
FDR-235,feeder,Halol Substation,Halol,22.42434,73.04483,34.1,62.5,stable,3.99,71.7,49.8,135,6,1,40.9,55.4,13.7,39.8,1,High,2353,1,4,0,0.042430096258702865,4.24,LOW
TX-276,transformer,Nadiad Substation,Nadiad,21.92787,73.26067,5.2,54.9,stable,3.06,73.6,64.7,137,5,0,53.2,60.9,6.3,35.7,0,Medium,1036,1,2,0,0.0009178796111137682,0.09,LOW
BRK-163,breaker,Baroda North Substation,Baroda North,22.45604,73.15798,36.5,70.1,stable,4.96,60.5,82.9,256,4,1,32.5,44.9,0.0,55.4,1,High,2314,1,3,1,0.98944744522733,98.94,HIGH
CAP-144,capacitor_bank,Bharuch Substation,Bharuch,22.57961,73.29376,25.5,59.9,rising,3.95,66.7,68.8,346,8,1,20.5,61.5,22.1,0.0,1,High,1978,1,1,0,0.017598420657724313,1.76,LOW
TX-277,transformer,Anand Substation,Anand,22.50108,72.94255,1.5,47.7,stable,3.02,76.5,77.9,192,6,1,30.2,72.3,4.2,54.9,1,Low,768,0,5,0,0.0014303588151112214,0.14,LOW
CAP-145,capacitor_bank,Baroda South Substation,Baroda South,22.52212,73.28762,34.2,64.1,rising,3.94,65.8,73.2,253,6,0,16.7,38.6,0.0,3.0,0,Medium,1602,2,5,0,0.040149793725179884,4.01,LOW
TX-278,transformer,Karjan Substation,Karjan,22.31269,73.23611,19.4,61.9,stable,3.96,63.4,75.2,105,4,1,70.5,39.5,34.0,0.0,1,Medium,817,0,6,0,0.018555271705576276,1.86,LOW
FDR-236,feeder,Karjan Substation,Karjan,22.36138,73.36099,24.4,55.5,rising,3.17,80.1,47.6,57,5,0,84.4,55.6,24.5,62.5,0,Medium,1260,0,6,0,0.0034161453446821866,0.34,LOW
TX-279,transformer,Nadiad Substation,Nadiad,22.32419,73.05152,10.0,50.2,stable,2.75,81.5,78.2,193,3,0,21.0,75.7,6.2,15.3,0,High,2446,1,3,0,0.003997590255322973,0.4,LOW
CAP-146,capacitor_bank,Vadodara Central Substation,Vadodara Central,22.38071,73.02294,26.0,55.8,rising,3.34,72.0,38.9,258,4,0,47.2,37.6,31.8,103.9,0,Medium,1527,0,6,0,0.02366703298646159,2.37,LOW
FDR-237,feeder,Anand Substation,Anand,22.46669,72.97474,11.6,48.1,stable,2.56,81.7,64.1,1,8,0,41.1,73.4,41.0,7.5,1,Low,692,0,3,0,0.0031788665765178194,0.32,LOW
FDR-238,feeder,Godhra Substation,Godhra,22.20566,73.42509,5.7,52.7,rising,2.98,73.7,52.7,120,5,0,44.1,32.0,23.8,3.8,0,Medium,1621,0,4,0,0.0010439131106503483,0.1,LOW
TX-280,transformer,Padra Substation,Padra,22.17221,73.10711,32.0,62.3,stable,3.8,63.7,56.6,281,3,0,50.6,57.4,31.4,32.4,0,Low,414,0,1,1,0.9796524785918501,97.97,MEDIUM
FDR-239,feeder,Halol Substation,Halol,21.99914,73.16154,22.1,53.5,falling,3.49,81.4,58.0,105,6,0,37.3,83.2,29.9,85.1,1,Low,695,0,3,0,0.0026570253706586435,0.27,LOW
TX-281,transformer,Vadodara Central Substation,Vadodara Central,22.28741,73.12136,3.3,53.0,stable,3.06,84.1,92.2,97,9,0,22.8,58.5,11.8,37.0,0,High,2072,2,4,0,0.007190417678099298,0.72,LOW
FDR-240,feeder,Baroda South Substation,Baroda South,22.10104,73.21734,23.2,59.7,rising,4.32,69.6,79.7,230,5,0,20.3,55.2,24.2,60.4,0,Medium,1468,1,1,0,0.021423071809422385,2.14,LOW
BRK-164,breaker,Padra Substation,Padra,21.91671,73.19233,42.5,63.3,stable,4.71,62.0,70.0,131,2,1,56.3,58.4,11.6,12.9,1,Medium,1103,0,3,1,0.9291102178536802,92.91,MEDIUM
TX-282,transformer,Baroda South Substation,Baroda South,22.52093,73.42327,35.9,59.4,rising,4.2,67.2,92.0,123,4,0,22.8,80.9,36.5,40.6,0,Low,596,0,4,1,0.9691121372325487,96.91,MEDIUM
TX-283,transformer,Padra Substation,Padra,22.43094,73.16004,14.7,60.5,rising,4.33,61.4,87.0,259,1,0,39.9,42.2,20.9,15.5,0,Low,189,0,4,0,0.017734950005620496,1.77,LOW
BRK-165,breaker,Padra Substation,Padra,22.19884,73.24091,42.0,70.3,stable,5.15,44.2,60.9,313,4,1,41.8,51.5,19.8,11.7,2,Medium,2119,0,2,0,0.10554262599017662,10.55,MEDIUM
TX-284,transformer,Baroda North Substation,Baroda North,22.31285,73.30956,8.3,59.8,rising,3.52,75.6,59.0,90,3,1,57.0,38.3,12.1,86.9,1,Low,65,0,6,0,0.003402367352221401,0.34,LOW
BRK-166,breaker,Godhra Substation,Godhra,21.95679,72.99747,32.9,60.3,falling,3.78,61.9,64.0,318,5,1,76.4,55.3,39.7,88.4,1,Low,157,0,3,1,0.9853295310412357,98.53,HIGH
RCL-148,recloser,Baroda North Substation,Baroda North,21.97046,72.94939,20.0,64.7,falling,4.54,59.8,68.8,285,8,1,43.1,58.6,28.3,42.4,1,Low,660,0,1,0,0.8061445231906943,80.61,MEDIUM
TX-285,transformer,Vadodara Central Substation,Vadodara Central,22.52794,73.39451,1.1,47.9,rising,2.94,90.9,75.3,123,3,0,57.7,65.5,12.4,84.9,0,Medium,1412,1,2,0,0.0011335889507438999,0.11,LOW
TX-286,transformer,Nadiad Substation,Nadiad,22.45598,73.40827,3.9,52.0,rising,2.34,86.1,52.8,60,5,1,32.9,43.2,4.7,52.2,1,Low,93,0,2,0,0.001451492365695732,0.15,LOW
TX-287,transformer,Halol Substation,Halol,22.15495,73.13448,6.2,49.0,stable,3.1,85.8,67.9,159,2,0,22.8,70.5,28.0,81.5,0,High,2043,2,1,0,0.001131365208835928,0.11,LOW
TX-288,transformer,Nadiad Substation,Nadiad,22.06802,73.26235,35.5,64.1,stable,4.4,69.8,79.5,114,7,1,33.2,67.2,36.5,53.7,2,High,2428,2,2,0,0.027204184988967,2.72,LOW
RCL-149,recloser,Baroda South Substation,Baroda South,22.21847,73.33146,36.2,59.8,rising,3.77,63.3,49.0,214,3,0,67.2,36.6,17.6,125.6,0,Medium,588,0,1,1,0.9849202234662089,98.49,HIGH
FDR-241,feeder,Halol Substation,Halol,22.05526,73.3929,35.8,57.4,falling,4.09,69.0,93.0,122,3,0,64.9,48.2,31.8,64.5,0,Low,460,0,1,1,0.9796791720978684,97.97,MEDIUM
TX-289,transformer,Anand Substation,Anand,22.20065,73.09726,23.1,59.5,stable,3.38,69.2,61.2,128,6,0,38.7,53.3,22.8,50.0,0,Low,1449,0,6,1,0.8582844316673762,85.83,MEDIUM
