# Synthetic demonstration data - not real utility data.
# Model-estimated failure probability, deterministic grid impact, and priority ranking.
# This is a simplified network-impact model, not an electrical power-flow simulator.
asset_id,asset_type,criticality,failure_risk,risk_category,grid_impact,priority_score,priority_category,maintenance_days_ago,previous_failures,customers_affected_estimate,critical_facilities_estimate,neighbor_count,risk_factors,impact_factors,priority_reason
FDR-240,feeder,Medium,2.14,LOW,46.61,1.0066,LOW,230,0,1468,1,1,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-146,capacitor_bank,Medium,2.37,LOW,41.78,1.0041,LOW,258,0,1527,0,6,Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
RCL-156,recloser,Low,4.31,LOW,36.39,1.0026,LOW,168,0,406,1,1,Elevated temperature,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-103,feeder,Medium,2.31,LOW,40.11,0.9958,LOW,181,1,1501,0,2,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-202,transformer,Medium,2.17,LOW,46.0,0.9921,LOW,182,0,1281,1,1,Elevated temperature; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-270,transformer,High,1.64,LOW,53.09,0.9688,LOW,89,0,1914,1,3,High load on asset,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-105,breaker,Medium,2.93,LOW,39.71,0.9635,LOW,150,0,1374,0,2,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
CAP-116,capacitor_bank,Medium,2.19,LOW,48.64,0.9474,LOW,78,1,1478,1,6,Elevated temperature; Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-209,feeder,Low,4.6,LOW,31.99,0.9468,LOW,193,0,608,0,3,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
TX-137,transformer,High,1.4,LOW,53.59,0.9398,LOW,199,0,1793,1,5,Older equipment; Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-210,transformer,Medium,2.44,LOW,39.22,0.9204,LOW,58,0,1347,0,1,Elevated temperature; Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-119,breaker,High,1.21,LOW,60.73,0.9164,LOW,183,0,2024,2,4,Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-311,transformer,Medium,2.22,LOW,41.86,0.9007,LOW,85,0,1702,0,5,Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-192,transformer,Medium,1.98,LOW,44.63,0.8923,LOW,236,0,941,1,1,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-227,transformer,Medium,1.7,LOW,56.55,0.8899,LOW,216,0,1817,2,6,Older equipment,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-109,transformer,Low,4.06,LOW,31.45,0.8879,LOW,176,0,493,0,4,High load on asset; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-304,transformer,High,1.35,LOW,61.15,0.8675,LOW,193,0,1856,2,6,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-197,breaker,Low,4.02,LOW,34.35,0.8366,LOW,286,0,945,0,4,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
FDR-203,feeder,Medium,1.77,LOW,47.59,0.8353,LOW,164,0,1398,1,4,Older equipment; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-170,feeder,Medium,1.76,LOW,47.54,0.8292,LOW,157,1,1514,1,3,Elevated temperature; Prior failures recorded,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-253,transformer,Medium,1.88,LOW,48.6,0.8281,LOW,138,0,1604,1,5,-,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-310,transformer,High,1.4,LOW,52.89,0.8269,LOW,104,0,2003,1,2,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-133,capacitor_bank,Low,3.3,LOW,33.95,0.8008,LOW,275,0,1131,0,1,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-149,transformer,Low,6.86,LOW,18.2,0.7942,LOW,154,0,20,0,6,Elevated temperature; Older equipment,-,Low failure risk and limited grid impact -> LOW priority
RCL-119,recloser,Medium,1.86,LOW,46.23,0.7911,LOW,188,0,1030,1,4,Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-241,transformer,High,1.07,LOW,62.57,0.7703,LOW,201,0,3061,2,4,Elevated temperature,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-212,breaker,Low,4.49,LOW,26.79,0.768,LOW,164,0,206,0,2,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
FDR-299,feeder,Medium,1.69,LOW,46.19,0.7636,LOW,127,0,1021,1,4,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-219,feeder,Medium,2.09,LOW,39.56,0.7585,LOW,185,0,1454,0,1,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
FDR-160,feeder,Medium,1.58,LOW,45.78,0.7341,LOW,246,0,1114,1,2,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-171,recloser,Low,2.95,LOW,32.69,0.7339,LOW,228,1,780,0,2,Older equipment; Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-266,feeder,Low,3.22,LOW,32.81,0.7337,LOW,165,0,126,1,5,Older equipment; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-118,transformer,Low,2.73,LOW,41.44,0.7336,LOW,222,0,449,1,4,Elevated temperature,Critical facilities downstream (1); Feeds 1 downstream zone(s),Low failure risk and limited grid impact -> LOW priority
FDR-212,feeder,Low,3.36,LOW,30.85,0.7286,LOW,220,0,471,0,3,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-388,transformer,Low,3.92,LOW,31.08,0.7183,LOW,203,0,593,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
TX-184,transformer,High,1.29,LOW,53.12,0.7143,LOW,173,0,1762,1,4,Older equipment,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-130,feeder,High,0.82,LOW,74.59,0.7088,LOW,217,0,1638,4,6,Elevated temperature; Older equipment,High downstream customer count; Multiple critical facilities (4); High criticality classification,High grid impact but low failure risk -> LOW priority
CAP-171,capacitor_bank,Medium,1.71,LOW,41.55,0.7084,LOW,187,0,1898,0,3,Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-171,transformer,Low,1.89,LOW,57.83,0.7075,LOW,215,0,2113,2,5,Elevated temperature,High downstream customer count; Critical facilities downstream (2); Feeds 1 downstream zone(s); Reaches 1 hospital(s) via zones,Low failure risk and limited grid impact -> LOW priority
TX-278,transformer,Medium,1.86,LOW,39.0,0.7057,LOW,105,1,817,0,6,Elevated temperature; Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
RCL-125,recloser,High,1.37,LOW,48.14,0.7019,LOW,223,0,2320,0,6,-,High downstream customer count; High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-150,capacitor_bank,High,0.95,LOW,60.61,0.6972,LOW,72,0,2356,2,2,Elevated temperature; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-356,transformer,Medium,2.03,LOW,39.93,0.6932,LOW,243,0,1580,0,1,-,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
RCL-113,recloser,Medium,1.64,LOW,42.74,0.6883,LOW,125,0,1895,0,6,Elevated temperature; Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
FDR-294,feeder,Low,2.74,LOW,35.53,0.687,LOW,232,1,279,1,3,Elevated temperature; Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-273,feeder,High,0.97,LOW,61.73,0.6848,LOW,175,0,2311,2,5,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-233,feeder,Medium,1.67,LOW,45.79,0.6767,LOW,65,0,932,1,4,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-152,recloser,Low,3.06,LOW,34.88,0.6758,LOW,136,0,973,0,5,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
BRK-170,breaker,Medium,1.59,LOW,47.45,0.6726,LOW,89,1,1773,1,1,Prior failures recorded,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-171,breaker,High,1.0,LOW,59.87,0.6701,LOW,100,0,1995,2,2,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-374,transformer,Low,3.6,LOW,29.03,0.6685,LOW,175,0,238,0,6,Elevated temperature; Older equipment,-,Low failure risk and limited grid impact -> LOW priority
TX-119,transformer,Medium,1.6,LOW,45.89,0.6658,LOW,138,0,1251,1,1,Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-123,feeder,Low,3.29,LOW,31.78,0.664,LOW,150,0,530,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-107,feeder,Low,3.67,LOW,26.07,0.6637,LOW,170,0,122,0,6,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-333,feeder,Low,3.04,LOW,31.45,0.6585,LOW,143,1,411,0,6,Elevated temperature; Older equipment; Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
CAP-107,capacitor_bank,Medium,1.64,LOW,39.58,0.6494,LOW,209,0,1333,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-136,transformer,High,0.91,LOW,61.74,0.6353,LOW,138,0,2121,2,6,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
CAP-104,capacitor_bank,Medium,1.32,LOW,53.64,0.635,LOW,102,0,1478,2,1,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
BRK-196,breaker,High,0.82,LOW,61.51,0.6304,LOW,210,0,2013,2,6,Elevated temperature; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-199,breaker,Medium,1.25,LOW,48.37,0.6081,LOW,223,0,2183,1,1,Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-331,transformer,Low,2.14,LOW,42.85,0.5963,LOW,222,0,328,2,2,Older equipment,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-301,feeder,Low,3.43,LOW,26.57,0.5892,LOW,209,0,164,0,4,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
CAP-154,capacitor_bank,Medium,1.27,LOW,46.85,0.5882,LOW,163,0,1082,1,5,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-309,transformer,Low,3.17,LOW,28.85,0.5864,LOW,175,0,359,0,1,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
RCL-137,recloser,Low,3.13,LOW,29.03,0.5807,LOW,170,0,261,0,5,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
TX-135,transformer,Medium,1.63,LOW,39.9,0.5795,LOW,92,0,1309,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
TX-230,transformer,Low,2.88,LOW,29.88,0.564,LOW,252,0,414,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
CAP-141,capacitor_bank,High,0.77,LOW,59.44,0.5626,LOW,157,0,1983,2,1,Elevated temperature; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-131,breaker,Low,2.58,LOW,33.75,0.5564,LOW,165,0,690,0,6,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
FDR-258,feeder,Medium,1.33,LOW,40.41,0.5528,LOW,297,0,1226,0,5,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-173,transformer,Medium,0.8,LOW,63.19,0.5081,LOW,213,0,1672,3,6,Rising temperature trend,High downstream customer count; Multiple critical facilities (3),High grid impact but low failure risk -> LOW priority
FDR-129,feeder,Medium,1.35,LOW,40.81,0.5063,LOW,181,0,1469,0,4,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
RCL-103,recloser,Low,2.48,LOW,30.41,0.5015,LOW,307,0,467,0,2,Elevated temperature; Maintenance overdue; High load on asset,-,Low failure risk and limited grid impact -> LOW priority
TX-129,transformer,Medium,1.09,LOW,46.23,0.4986,LOW,171,1,1127,1,3,Elevated temperature; Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-281,transformer,High,0.72,LOW,60.84,0.4889,LOW,97,0,2072,2,4,High load on asset,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-318,transformer,High,0.78,LOW,61.69,0.4878,LOW,96,0,2746,2,3,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
RCL-145,recloser,Medium,1.42,LOW,40.41,0.4862,LOW,223,0,1227,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-158,feeder,Low,2.82,LOW,24.95,0.4724,LOW,348,0,149,0,1,Maintenance overdue,-,Low failure risk and limited grid impact -> LOW priority
TX-166,transformer,Low,2.4,LOW,30.07,0.4629,LOW,182,0,432,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-127,feeder,High,0.61,LOW,61.33,0.4622,LOW,160,0,2114,2,5,Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-130,breaker,Low,1.66,LOW,39.96,0.4579,LOW,150,0,757,1,3,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-151,breaker,High,0.66,LOW,59.2,0.4541,LOW,243,0,1715,2,2,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-298,feeder,High,0.71,LOW,59.86,0.4497,LOW,196,0,1388,2,6,Elevated temperature,Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-115,breaker,Low,2.03,LOW,31.71,0.4453,LOW,156,0,477,0,5,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-139,transformer,Medium,0.96,LOW,46.4,0.4411,LOW,159,0,1071,1,4,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-233,transformer,Medium,0.52,LOW,82.98,0.4385,LOW,255,0,5377,4,5,Rising temperature trend,High downstream customer count; Multiple critical facilities (4); Feeds 2 downstream zone(s); Reaches 1 hospital(s) via zones,High grid impact but low failure risk -> LOW priority
CAP-160,capacitor_bank,Low,1.99,LOW,31.83,0.4285,LOW,71,0,490,0,5,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-132,breaker,Low,3.26,LOW,18.2,0.4281,LOW,313,1,20,0,6,High vibration; Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
RCL-116,recloser,Low,1.61,LOW,31.88,0.4262,LOW,300,2,453,0,6,Elevated temperature; Maintenance overdue; Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-290,feeder,Medium,1.1,LOW,37.39,0.4165,LOW,239,0,893,0,1,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-160,recloser,High,0.59,LOW,61.19,0.4162,LOW,215,0,1875,2,6,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-164,transformer,Low,1.86,LOW,32.03,0.4112,LOW,153,0,671,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-364,transformer,Low,1.97,LOW,32.79,0.4105,LOW,157,0,728,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-144,feeder,Medium,0.76,LOW,58.37,0.4093,LOW,217,0,677,3,4,-,Multiple critical facilities (3),Low failure risk and limited grid impact -> LOW priority
TX-201,transformer,Low,1.78,LOW,32.41,0.4053,LOW,213,0,611,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-156,feeder,Medium,0.94,LOW,44.33,0.4028,LOW,72,0,734,1,3,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-137,capacitor_bank,Medium,0.89,LOW,47.64,0.3945,LOW,225,0,1181,1,6,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-158,breaker,High,0.72,LOW,52.77,0.3873,LOW,103,0,1952,1,2,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-140,transformer,Medium,0.71,LOW,54.92,0.3834,LOW,120,0,1973,2,1,Rising temperature trend,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-127,transformer,Low,1.56,LOW,34.2,0.3774,LOW,229,0,836,0,5,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-158,recloser,Low,1.73,LOW,36.76,0.3734,LOW,194,0,63,2,5,Older equipment,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-251,feeder,High,0.61,LOW,54.3,0.373,LOW,116,0,2513,1,3,Elevated temperature,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-139,feeder,High,0.52,LOW,62.04,0.372,LOW,187,0,2969,2,3,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-122,transformer,Low,1.58,LOW,32.76,0.3592,LOW,161,0,604,0,5,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-124,recloser,Medium,0.84,LOW,47.44,0.3553,LOW,72,0,1235,1,5,Older equipment,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-231,feeder,Low,2.05,LOW,24.4,0.3516,LOW,217,0,20,1,4,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-105,recloser,Medium,0.74,LOW,47.45,0.3515,LOW,222,0,1620,1,2,Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-306,transformer,Low,1.65,LOW,33.41,0.3504,LOW,153,0,1003,0,1,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
FDR-252,feeder,Low,1.62,LOW,30.87,0.3502,LOW,205,1,518,0,2,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
TX-156,transformer,Low,1.73,LOW,27.68,0.3437,LOW,304,0,276,0,1,Older equipment; Maintenance overdue; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-283,transformer,Low,1.77,LOW,27.2,0.343,LOW,259,0,189,0,4,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-132,recloser,Low,1.92,LOW,27.81,0.3397,LOW,155,0,237,0,3,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
FDR-330,feeder,High,0.47,LOW,61.49,0.3261,LOW,151,0,2192,2,5,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-138,feeder,Medium,0.78,LOW,39.23,0.3242,LOW,114,1,1348,0,1,Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-102,feeder,Low,1.58,LOW,30.06,0.3241,LOW,108,0,329,0,5,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-178,feeder,High,0.45,LOW,59.87,0.3075,LOW,157,0,2182,2,1,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
RCL-111,recloser,Medium,0.81,LOW,41.22,0.3054,LOW,189,0,1345,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-191,feeder,Medium,0.84,LOW,40.43,0.3026,LOW,101,0,1232,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-100,recloser,High,0.42,LOW,67.19,0.2958,LOW,162,0,2141,3,2,Elevated temperature,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-222,transformer,Medium,0.81,LOW,39.77,0.2949,LOW,187,0,1274,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-104,recloser,Medium,0.84,LOW,37.53,0.2939,LOW,256,0,768,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-149,feeder,Low,1.3,LOW,35.55,0.2922,LOW,137,0,1131,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
TX-262,transformer,High,0.42,LOW,61.81,0.2921,LOW,101,0,2580,2,4,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-143,transformer,Medium,0.6,LOW,54.65,0.2917,LOW,61,1,1184,2,6,Prior failures recorded,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-313,transformer,Low,1.32,LOW,34.22,0.2896,LOW,184,1,1203,0,1,Older equipment; Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
FDR-119,feeder,Low,2.45,LOW,17.8,0.2802,LOW,194,0,20,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
TX-169,transformer,Medium,0.59,LOW,48.21,0.2797,LOW,165,0,1609,1,4,Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-296,transformer,High,0.4,LOW,60.11,0.2795,LOW,191,0,1607,2,5,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-188,feeder,Low,1.17,LOW,34.5,0.2771,LOW,130,0,1170,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-213,transformer,High,0.47,LOW,52.73,0.2759,LOW,109,0,2113,1,1,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-332,feeder,High,0.39,LOW,60.95,0.2719,LOW,149,0,2327,2,3,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-351,transformer,High,0.4,LOW,60.46,0.2711,LOW,141,0,2493,2,1,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-114,feeder,High,0.33,LOW,67.56,0.2693,LOW,91,0,2549,3,1,Rising temperature trend,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-187,feeder,High,0.29,LOW,76.21,0.2692,LOW,115,0,2578,4,5,Rising temperature trend,High downstream customer count; Multiple critical facilities (4); High criticality classification,High grid impact but low failure risk -> LOW priority
RCL-109,recloser,High,0.35,LOW,60.67,0.2617,LOW,94,1,2181,2,3,Prior failures recorded,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-153,transformer,High,0.37,LOW,61.66,0.2617,LOW,189,0,2984,2,2,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-148,feeder,Low,1.83,LOW,17.8,0.2616,LOW,168,3,20,0,5,Elevated temperature; Older equipment; Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
RCL-135,recloser,Medium,0.6,LOW,47.58,0.2608,LOW,154,0,1526,1,3,-,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-175,capacitor_bank,Medium,0.79,LOW,40.01,0.2602,LOW,139,0,1344,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-207,feeder,High,0.39,LOW,66.55,0.2586,LOW,24,0,1857,3,2,-,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-102,transformer,High,0.42,LOW,60.72,0.2579,LOW,96,0,2413,2,2,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-230,feeder,Medium,0.62,LOW,41.91,0.2574,LOW,144,0,1722,0,5,Older equipment; Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-349,transformer,Medium,0.76,LOW,41.28,0.2572,LOW,98,0,1492,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-168,recloser,Medium,0.75,LOW,40.45,0.2568,LOW,235,0,1131,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-149,breaker,Low,1.19,LOW,30.87,0.2544,LOW,168,0,395,0,5,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-154,recloser,Low,1.2,LOW,32.63,0.2534,LOW,204,0,769,0,2,Older equipment,-,Low failure risk and limited grid impact -> LOW priority
CAP-134,capacitor_bank,Low,1.18,LOW,33.93,0.2501,LOW,79,0,786,0,5,Elevated temperature; Older equipment,-,Low failure risk and limited grid impact -> LOW priority
TX-279,transformer,High,0.4,LOW,54.18,0.2489,LOW,193,0,2446,1,3,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-147,capacitor_bank,High,0.38,LOW,60.91,0.2398,LOW,125,0,2108,2,4,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-134,transformer,Medium,0.51,LOW,47.37,0.2397,LOW,134,0,1743,1,1,Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-125,breaker,Medium,0.72,LOW,41.01,0.2377,LOW,78,0,1680,0,3,Older equipment,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-327,transformer,Medium,0.43,LOW,53.04,0.23,LOW,196,0,1079,2,3,Rising temperature trend,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
CAP-143,capacitor_bank,Low,1.26,LOW,28.68,0.2271,LOW,117,0,346,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-181,breaker,Low,0.71,LOW,44.52,0.2266,LOW,283,0,478,2,2,Rising temperature trend,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-247,transformer,Low,0.74,LOW,47.19,0.2229,LOW,183,0,955,2,1,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-194,feeder,Low,1.55,LOW,20.47,0.2226,LOW,199,0,34,0,6,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-150,transformer,Medium,0.6,LOW,39.92,0.2225,LOW,248,0,1203,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-154,breaker,Medium,0.56,LOW,44.75,0.2204,LOW,55,0,807,1,3,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-315,transformer,Medium,0.55,LOW,45.24,0.2203,LOW,83,0,1080,1,1,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-168,feeder,Low,0.98,LOW,33.26,0.2181,LOW,31,0,970,0,1,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
